PROJECT_ID,PARTNER,PROJ_NAME,PROJ_DESC,START_PLANNED,START_ACTUAL,END_PLANNED,END_ACTUAL,DISTRICTS,IMPLEMENTER,DISTRICT,SECTOR,LAT,LONG
"18","USAID","AFFORD II","The AFFORD II project is a follow on program to AFFORD I which was a five-year $ 45m project. AFFORD II Health Marketing Initiative is a three-year, $18 million program that has been implemented by the Johns Hopkins Bloomberg School of Public Health Center for Communication Program since October 2010.  AFFORD II aims to: 1) build capacity of Uganda Health Marketing Group, an indigenous organization, so that it can become financially and institutionally sustainable; 2) increase accessibility and affordability of HIV/AIDS, reproductive health, child survival and malaria products and services for Ugandans using innovative private sector approaches; and 3) enhance knowledge and correct use of HIV/AIDS, family planning, child survival and malaria products and services to encourage and sustain healthy behaviors and lifestyles.","9/21/05","9/21/05","9/30/13","","Luwero","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","0.8331","32.4994"
"18","USAID","AFFORD II","The AFFORD II project is a follow on program to AFFORD I which was a five-year $ 45m project. AFFORD II Health Marketing Initiative is a three-year, $18 million program that has been implemented by the Johns Hopkins Bloomberg School of Public Health Center for Communication Program since October 2010.  AFFORD II aims to: 1) build capacity of Uganda Health Marketing Group, an indigenous organization, so that it can become financially and institutionally sustainable; 2) increase accessibility and affordability of HIV/AIDS, reproductive health, child survival and malaria products and services for Ugandans using innovative private sector approaches; and 3) enhance knowledge and correct use of HIV/AIDS, family planning, child survival and malaria products and services to encourage and sustain healthy behaviors and lifestyles.","9/21/05","9/21/05","9/30/13","","Mbale","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","1.0806","34.175"
"18","USAID","AFFORD II","The AFFORD II project is a follow on program to AFFORD I which was a five-year $ 45m project. AFFORD II Health Marketing Initiative is a three-year, $18 million program that has been implemented by the Johns Hopkins Bloomberg School of Public Health Center for Communication Program since October 2010.  AFFORD II aims to: 1) build capacity of Uganda Health Marketing Group, an indigenous organization, so that it can become financially and institutionally sustainable; 2) increase accessibility and affordability of HIV/AIDS, reproductive health, child survival and malaria products and services for Ugandans using innovative private sector approaches; and 3) enhance knowledge and correct use of HIV/AIDS, family planning, child survival and malaria products and services to encourage and sustain healthy behaviors and lifestyles.","9/21/05","9/21/05","9/30/13","","Ntungamo","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","-0.8819","30.2653"
"18","USAID","AFFORD II","The AFFORD II project is a follow on program to AFFORD I which was a five-year $ 45m project. AFFORD II Health Marketing Initiative is a three-year, $18 million program that has been implemented by the Johns Hopkins Bloomberg School of Public Health Center for Communication Program since October 2010.  AFFORD II aims to: 1) build capacity of Uganda Health Marketing Group, an indigenous organization, so that it can become financially and institutionally sustainable; 2) increase accessibility and affordability of HIV/AIDS, reproductive health, child survival and malaria products and services for Ugandans using innovative private sector approaches; and 3) enhance knowledge and correct use of HIV/AIDS, family planning, child survival and malaria products and services to encourage and sustain healthy behaviors and lifestyles.","9/21/05","9/21/05","9/30/13","","Sironko","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","1.2333","34.25"
"19","USAID","Stop Malaria Project (SMP)","The Stop Malaria Project is a five-year, $45 million project implemented by the Johns Hopkins University Center for Communication Program.  Its purpose is to increase the coverage and use of key life-saving malaria interventions in support of the Uganda National Malaria Control Strategy.  The activities to be undertaken include: 1) scaling up home-based management of fever (HBMF), and intermittent preventive treatment (IPT) in pregnancy; 2) providing support for integrated supervision for health workers doing antenatal care; and 3) assisting with community level advocacy on HBMF and IPT to encourage early treatment of malaria and attendance by pregnant mothers at antenatal clinics to complete their two IPT doses.  Policies and guidelines related to these areas will also be reviewed and updated in collaboration with the Ministry of Health.  The project will also assist the National Malaria Control Program to strengthen its capacity to monitor and evaluate malaria interventions.","9/26/08","9/26/08","9/29/13","","Kayunga","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","0.7014","32.9029"
"19","USAID","Stop Malaria Project (SMP)","The Stop Malaria Project is a five-year, $45 million project implemented by the Johns Hopkins University Center for Communication Program.  Its purpose is to increase the coverage and use of key life-saving malaria interventions in support of the Uganda National Malaria Control Strategy.  The activities to be undertaken include: 1) scaling up home-based management of fever (HBMF), and intermittent preventive treatment (IPT) in pregnancy; 2) providing support for integrated supervision for health workers doing antenatal care; and 3) assisting with community level advocacy on HBMF and IPT to encourage early treatment of malaria and attendance by pregnant mothers at antenatal clinics to complete their two IPT doses.  Policies and guidelines related to these areas will also be reviewed and updated in collaboration with the Ministry of Health.  The project will also assist the National Malaria Control Program to strengthen its capacity to monitor and evaluate malaria interventions.","9/26/08","9/26/08","9/29/13","","Kumi","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","1.4856","33.9332"
"19","USAID","Stop Malaria Project (SMP)","The Stop Malaria Project is a five-year, $45 million project implemented by the Johns Hopkins University Center for Communication Program.  Its purpose is to increase the coverage and use of key life-saving malaria interventions in support of the Uganda National Malaria Control Strategy.  The activities to be undertaken include: 1) scaling up home-based management of fever (HBMF), and intermittent preventive treatment (IPT) in pregnancy; 2) providing support for integrated supervision for health workers doing antenatal care; and 3) assisting with community level advocacy on HBMF and IPT to encourage early treatment of malaria and attendance by pregnant mothers at antenatal clinics to complete their two IPT doses.  Policies and guidelines related to these areas will also be reviewed and updated in collaboration with the Ministry of Health.  The project will also assist the National Malaria Control Program to strengthen its capacity to monitor and evaluate malaria interventions.","9/26/08","9/26/08","9/29/13","","Luwero","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","0.8331","32.4994"
"19","USAID","Stop Malaria Project (SMP)","The Stop Malaria Project is a five-year, $45 million project implemented by the Johns Hopkins University Center for Communication Program.  Its purpose is to increase the coverage and use of key life-saving malaria interventions in support of the Uganda National Malaria Control Strategy.  The activities to be undertaken include: 1) scaling up home-based management of fever (HBMF), and intermittent preventive treatment (IPT) in pregnancy; 2) providing support for integrated supervision for health workers doing antenatal care; and 3) assisting with community level advocacy on HBMF and IPT to encourage early treatment of malaria and attendance by pregnant mothers at antenatal clinics to complete their two IPT doses.  Policies and guidelines related to these areas will also be reviewed and updated in collaboration with the Ministry of Health.  The project will also assist the National Malaria Control Program to strengthen its capacity to monitor and evaluate malaria interventions.","9/26/08","9/26/08","9/29/13","","Mityana","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","0.4059","32.0305"
"19","USAID","Stop Malaria Project (SMP)","The Stop Malaria Project is a five-year, $45 million project implemented by the Johns Hopkins University Center for Communication Program.  Its purpose is to increase the coverage and use of key life-saving malaria interventions in support of the Uganda National Malaria Control Strategy.  The activities to be undertaken include: 1) scaling up home-based management of fever (HBMF), and intermittent preventive treatment (IPT) in pregnancy; 2) providing support for integrated supervision for health workers doing antenatal care; and 3) assisting with community level advocacy on HBMF and IPT to encourage early treatment of malaria and attendance by pregnant mothers at antenatal clinics to complete their two IPT doses.  Policies and guidelines related to these areas will also be reviewed and updated in collaboration with the Ministry of Health.  The project will also assist the National Malaria Control Program to strengthen its capacity to monitor and evaluate malaria interventions.","9/26/08","9/26/08","9/29/13","","Mpigi","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","0.2333","32.3333"
"19","USAID","Stop Malaria Project (SMP)","The Stop Malaria Project is a five-year, $45 million project implemented by the Johns Hopkins University Center for Communication Program.  Its purpose is to increase the coverage and use of key life-saving malaria interventions in support of the Uganda National Malaria Control Strategy.  The activities to be undertaken include: 1) scaling up home-based management of fever (HBMF), and intermittent preventive treatment (IPT) in pregnancy; 2) providing support for integrated supervision for health workers doing antenatal care; and 3) assisting with community level advocacy on HBMF and IPT to encourage early treatment of malaria and attendance by pregnant mothers at antenatal clinics to complete their two IPT doses.  Policies and guidelines related to these areas will also be reviewed and updated in collaboration with the Ministry of Health.  The project will also assist the National Malaria Control Program to strengthen its capacity to monitor and evaluate malaria interventions.","9/26/08","9/26/08","9/29/13","","Nakasongola","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","1.315","32.465"
"19","USAID","Stop Malaria Project (SMP)","The Stop Malaria Project is a five-year, $45 million project implemented by the Johns Hopkins University Center for Communication Program.  Its purpose is to increase the coverage and use of key life-saving malaria interventions in support of the Uganda National Malaria Control Strategy.  The activities to be undertaken include: 1) scaling up home-based management of fever (HBMF), and intermittent preventive treatment (IPT) in pregnancy; 2) providing support for integrated supervision for health workers doing antenatal care; and 3) assisting with community level advocacy on HBMF and IPT to encourage early treatment of malaria and attendance by pregnant mothers at antenatal clinics to complete their two IPT doses.  Policies and guidelines related to these areas will also be reviewed and updated in collaboration with the Ministry of Health.  The project will also assist the National Malaria Control Program to strengthen its capacity to monitor and evaluate malaria interventions.","9/26/08","9/26/08","9/29/13","","Sembabule","Johns Hopkins University (JHU/CCP)","518","Basic life skills for youths and Adults","-0.08","31.46"
"20","USAID","AIDSTAR-One","The AIDSTAR One Project in Uganda has been providing technical assistance in the area of health care waste management to HIV/AIDS implementing partners with funding support from USAID/Uganda for the past two years.  With additional funds of $560,000, AIDSTAR One Uganda is in its third year for the period of May 2011 to December 2012.  These funds are being used to develop and support a new public private partnership to establish a health care waste disposal facility in the Eastern Region and to provide technical guidance to districts within the region to access the subsidized services.","10/1/09","10/1/09","12/31/12","12/31/12","Bugiri","John Snow Inc (JSI)","520","Basic life skills for youths and Adults","0.5633","33.7519"
"20","USAID","AIDSTAR-One","The AIDSTAR One Project in Uganda has been providing technical assistance in the area of health care waste management to HIV/AIDS implementing partners with funding support from USAID/Uganda for the past two years.  With additional funds of $560,000, AIDSTAR One Uganda is in its third year for the period of May 2011 to December 2012.  These funds are being used to develop and support a new public private partnership to establish a health care waste disposal facility in the Eastern Region and to provide technical guidance to districts within the region to access the subsidized services.","10/1/09","10/1/09","12/31/12","12/31/12","Iganga","John Snow Inc (JSI)","520","Basic life skills for youths and Adults","0.615","33.485"
"20","USAID","AIDSTAR-One","The AIDSTAR One Project in Uganda has been providing technical assistance in the area of health care waste management to HIV/AIDS implementing partners with funding support from USAID/Uganda for the past two years.  With additional funds of $560,000, AIDSTAR One Uganda is in its third year for the period of May 2011 to December 2012.  These funds are being used to develop and support a new public private partnership to establish a health care waste disposal facility in the Eastern Region and to provide technical guidance to districts within the region to access the subsidized services.","10/1/09","10/1/09","12/31/12","12/31/12","Kamuli","John Snow Inc (JSI)","520","Basic life skills for youths and Adults","0.945","33.125"
"20","USAID","AIDSTAR-One","The AIDSTAR One Project in Uganda has been providing technical assistance in the area of health care waste management to HIV/AIDS implementing partners with funding support from USAID/Uganda for the past two years.  With additional funds of $560,000, AIDSTAR One Uganda is in its third year for the period of May 2011 to December 2012.  These funds are being used to develop and support a new public private partnership to establish a health care waste disposal facility in the Eastern Region and to provide technical guidance to districts within the region to access the subsidized services.","10/1/09","10/1/09","12/31/12","12/31/12","Kapchorwa","John Snow Inc (JSI)","520","Basic life skills for youths and Adults","1.4","34.45"
"20","USAID","AIDSTAR-One","The AIDSTAR One Project in Uganda has been providing technical assistance in the area of health care waste management to HIV/AIDS implementing partners with funding support from USAID/Uganda for the past two years.  With additional funds of $560,000, AIDSTAR One Uganda is in its third year for the period of May 2011 to December 2012.  These funds are being used to develop and support a new public private partnership to establish a health care waste disposal facility in the Eastern Region and to provide technical guidance to districts within the region to access the subsidized services.","10/1/09","10/1/09","12/31/12","12/31/12","Mbale","John Snow Inc (JSI)","520","Basic life skills for youths and Adults","1.0806","34.175"
"21","USAID","Strengthening Partnerships, Results and Innovations for Nutrition Globally (SPRING)","Addressing the essential nutrition actions from facility to community level in partnership with the District Health Team and private sector in South Western Uganda initially starting in 2 districts but aiming at covering 13 districts. It will also scale up community assessment of under nutrition and improve facility capacity to manage severe acute malnutrition through use of ready-to-use therapeutic foods. SPRING will also support food fortification at national level.","5/1/12","5/1/12","4/30/17","","Kisoro","John Snow Inc (JSI)","518","Basic life skills for youths and Adults","-1.285","29.685"
"21","USAID","Strengthening Partnerships, Results and Innovations for Nutrition Globally (SPRING)","Addressing the essential nutrition actions from facility to community level in partnership with the District Health Team and private sector in South Western Uganda initially starting in 2 districts but aiming at covering 13 districts. It will also scale up community assessment of under nutrition and improve facility capacity to manage severe acute malnutrition through use of ready-to-use therapeutic foods. SPRING will also support food fortification at national level.","5/1/12","5/1/12","4/30/17","","Ntungamo","John Snow Inc (JSI)","518","Basic life skills for youths and Adults","-0.8819","30.2653"
"22","USAID","Strengthening Partnerships, Results and Innovations in Nutrition Globally (SPRING) Project","This project is part of USGs Feed the Future and PEPFAR initiatives supporting the Government of Uganda in scaling up the interventions for the prevention and treatment of malnutrition with a primary focus on Southwestern Uganda comprising of 14 districts  and taking into account the special nutritional needs of people living with HIV/AIDS. The project will also include some activities which are national in scope and reach, including micro-nutrient fortification efforts and technical assistance to ensure harmonization of nutrition treatment efforts with national standards and guidelines.","5/1/12","5/1/12","4/30/15","","Bushenyi","JSI Inc., HKI, IFPRI, Save the Children and The Manoff Group.","518","Basic life skills for youths and Adults","-0.5386","30.185"
"22","USAID","Strengthening Partnerships, Results and Innovations in Nutrition Globally (SPRING) Project","This project is part of USGs Feed the Future and PEPFAR initiatives supporting the Government of Uganda in scaling up the interventions for the prevention and treatment of malnutrition with a primary focus on Southwestern Uganda comprising of 14 districts  and taking into account the special nutritional needs of people living with HIV/AIDS. The project will also include some activities which are national in scope and reach, including micro-nutrient fortification efforts and technical assistance to ensure harmonization of nutrition treatment efforts with national standards and guidelines.","5/1/12","5/1/12","4/30/15","","Ibanda","JSI Inc., HKI, IFPRI, Save the Children and The Manoff Group.","518","Basic life skills for youths and Adults","-0.1349","30.4962"
"22","USAID","Strengthening Partnerships, Results and Innovations in Nutrition Globally (SPRING) Project","This project is part of USGs Feed the Future and PEPFAR initiatives supporting the Government of Uganda in scaling up the interventions for the prevention and treatment of malnutrition with a primary focus on Southwestern Uganda comprising of 14 districts  and taking into account the special nutritional needs of people living with HIV/AIDS. The project will also include some activities which are national in scope and reach, including micro-nutrient fortification efforts and technical assistance to ensure harmonization of nutrition treatment efforts with national standards and guidelines.","5/1/12","5/1/12","4/30/15","","Isingiro","JSI Inc., HKI, IFPRI, Save the Children and The Manoff Group.","518","Basic life skills for youths and Adults","-0.7455","30.758"
"22","USAID","Strengthening Partnerships, Results and Innovations in Nutrition Globally (SPRING) Project","This project is part of USGs Feed the Future and PEPFAR initiatives supporting the Government of Uganda in scaling up the interventions for the prevention and treatment of malnutrition with a primary focus on Southwestern Uganda comprising of 14 districts  and taking into account the special nutritional needs of people living with HIV/AIDS. The project will also include some activities which are national in scope and reach, including micro-nutrient fortification efforts and technical assistance to ensure harmonization of nutrition treatment efforts with national standards and guidelines.","5/1/12","5/1/12","4/30/15","","Kabale","JSI Inc., HKI, IFPRI, Save the Children and The Manoff Group.","518","Basic life skills for youths and Adults","-1.25","29.99"
"22","USAID","Strengthening Partnerships, Results and Innovations in Nutrition Globally (SPRING) Project","This project is part of USGs Feed the Future and PEPFAR initiatives supporting the Government of Uganda in scaling up the interventions for the prevention and treatment of malnutrition with a primary focus on Southwestern Uganda comprising of 14 districts  and taking into account the special nutritional needs of people living with HIV/AIDS. The project will also include some activities which are national in scope and reach, including micro-nutrient fortification efforts and technical assistance to ensure harmonization of nutrition treatment efforts with national standards and guidelines.","5/1/12","5/1/12","4/30/15","","Kanungu","JSI Inc., HKI, IFPRI, Save the Children and The Manoff Group.","518","Basic life skills for youths and Adults","-0.8195","29.7426"
"22","USAID","Strengthening Partnerships, Results and Innovations in Nutrition Globally (SPRING) Project","This project is part of USGs Feed the Future and PEPFAR initiatives supporting the Government of Uganda in scaling up the interventions for the prevention and treatment of malnutrition with a primary focus on Southwestern Uganda comprising of 14 districts  and taking into account the special nutritional needs of people living with HIV/AIDS. The project will also include some activities which are national in scope and reach, including micro-nutrient fortification efforts and technical assistance to ensure harmonization of nutrition treatment efforts with national standards and guidelines.","5/1/12","5/1/12","4/30/15","","Kiruhura","JSI Inc., HKI, IFPRI, Save the Children and The Manoff Group.","518","Basic life skills for youths and Adults","-0.1964","30.8443"
"22","USAID","Strengthening Partnerships, Results and Innovations in Nutrition Globally (SPRING) Project","This project is part of USGs Feed the Future and PEPFAR initiatives supporting the Government of Uganda in scaling up the interventions for the prevention and treatment of malnutrition with a primary focus on Southwestern Uganda comprising of 14 districts  and taking into account the special nutritional needs of people living with HIV/AIDS. The project will also include some activities which are national in scope and reach, including micro-nutrient fortification efforts and technical assistance to ensure harmonization of nutrition treatment efforts with national standards and guidelines.","5/1/12","5/1/12","4/30/15","","Kisoro","JSI Inc., HKI, IFPRI, Save the Children and The Manoff Group.","518","Basic life skills for youths and Adults","-1.285","29.685"
"22","USAID","Strengthening Partnerships, Results and Innovations in Nutrition Globally (SPRING) Project","This project is part of USGs Feed the Future and PEPFAR initiatives supporting the Government of Uganda in scaling up the interventions for the prevention and treatment of malnutrition with a primary focus on Southwestern Uganda comprising of 14 districts  and taking into account the special nutritional needs of people living with HIV/AIDS. The project will also include some activities which are national in scope and reach, including micro-nutrient fortification efforts and technical assistance to ensure harmonization of nutrition treatment efforts with national standards and guidelines.","5/1/12","5/1/12","4/30/15","","Ntungamo","JSI Inc., HKI, IFPRI, Save the Children and The Manoff Group.","518","Basic life skills for youths and Adults","-0.8819","30.2653"
"22","USAID","Strengthening Partnerships, Results and Innovations in Nutrition Globally (SPRING) Project","This project is part of USGs Feed the Future and PEPFAR initiatives supporting the Government of Uganda in scaling up the interventions for the prevention and treatment of malnutrition with a primary focus on Southwestern Uganda comprising of 14 districts  and taking into account the special nutritional needs of people living with HIV/AIDS. The project will also include some activities which are national in scope and reach, including micro-nutrient fortification efforts and technical assistance to ensure harmonization of nutrition treatment efforts with national standards and guidelines.","5/1/12","5/1/12","4/30/15","","Rukungiri","JSI Inc., HKI, IFPRI, Save the Children and The Manoff Group.","518","Basic life skills for youths and Adults","-0.79","29.925"
"23","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC)","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC) is a five-year, $55 million program awarded in March 2009.  Its main focus is strengthening Tuberculosis and HIV/AIDS awareness, prevention, care and treatment in six districts in East Central Uganda ( Bugiri Iganga, Kaliro Kamuli Mayuge and Namutumba).  STAR-EC aims to achieving the following result areas: 1) increased uptake of comprehensive HIV/AIDS and TB services; 2) decentralized service delivery systems strengthened for improved uptake of quality HIV/AIDS and TB services; 3) quality HIV/AIDS and TB services delivered in all supported health facilities and community organizations; 4) networks, linkages, and referral systems established or strengthened with and between health facilities and communities to improve access to and uptake of comprehensive HIV/AIDS and TB services; and 5) increased demand for comprehensive HIV/AIDS and TB prevention, care and treatment services.","3/10/09","3/10/09","3/9/14","","Bugiri","John Snow Inc (JSI)","518","Social, Small and medium-sized enterprises","0.5633","33.7519"
"23","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC)","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC) is a five-year, $55 million program awarded in March 2009.  Its main focus is strengthening Tuberculosis and HIV/AIDS awareness, prevention, care and treatment in six districts in East Central Uganda ( Bugiri Iganga, Kaliro Kamuli Mayuge and Namutumba).  STAR-EC aims to achieving the following result areas: 1) increased uptake of comprehensive HIV/AIDS and TB services; 2) decentralized service delivery systems strengthened for improved uptake of quality HIV/AIDS and TB services; 3) quality HIV/AIDS and TB services delivered in all supported health facilities and community organizations; 4) networks, linkages, and referral systems established or strengthened with and between health facilities and communities to improve access to and uptake of comprehensive HIV/AIDS and TB services; and 5) increased demand for comprehensive HIV/AIDS and TB prevention, care and treatment services.","3/10/09","3/10/09","3/9/14","","Iganga","John Snow Inc (JSI)","518","Social, Small and medium-sized enterprises","0.615","33.485"
"23","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC)","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC) is a five-year, $55 million program awarded in March 2009.  Its main focus is strengthening Tuberculosis and HIV/AIDS awareness, prevention, care and treatment in six districts in East Central Uganda ( Bugiri Iganga, Kaliro Kamuli Mayuge and Namutumba).  STAR-EC aims to achieving the following result areas: 1) increased uptake of comprehensive HIV/AIDS and TB services; 2) decentralized service delivery systems strengthened for improved uptake of quality HIV/AIDS and TB services; 3) quality HIV/AIDS and TB services delivered in all supported health facilities and community organizations; 4) networks, linkages, and referral systems established or strengthened with and between health facilities and communities to improve access to and uptake of comprehensive HIV/AIDS and TB services; and 5) increased demand for comprehensive HIV/AIDS and TB prevention, care and treatment services.","3/10/09","3/10/09","3/9/14","","Kaliro","John Snow Inc (JSI)","518","Social, Small and medium-sized enterprises","0.8927","33.5028"
"23","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC)","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC) is a five-year, $55 million program awarded in March 2009.  Its main focus is strengthening Tuberculosis and HIV/AIDS awareness, prevention, care and treatment in six districts in East Central Uganda ( Bugiri Iganga, Kaliro Kamuli Mayuge and Namutumba).  STAR-EC aims to achieving the following result areas: 1) increased uptake of comprehensive HIV/AIDS and TB services; 2) decentralized service delivery systems strengthened for improved uptake of quality HIV/AIDS and TB services; 3) quality HIV/AIDS and TB services delivered in all supported health facilities and community organizations; 4) networks, linkages, and referral systems established or strengthened with and between health facilities and communities to improve access to and uptake of comprehensive HIV/AIDS and TB services; and 5) increased demand for comprehensive HIV/AIDS and TB prevention, care and treatment services.","3/10/09","3/10/09","3/9/14","","Kamuli","John Snow Inc (JSI)","518","Social, Small and medium-sized enterprises","0.945","33.125"
"23","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC)","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC) is a five-year, $55 million program awarded in March 2009.  Its main focus is strengthening Tuberculosis and HIV/AIDS awareness, prevention, care and treatment in six districts in East Central Uganda ( Bugiri Iganga, Kaliro Kamuli Mayuge and Namutumba).  STAR-EC aims to achieving the following result areas: 1) increased uptake of comprehensive HIV/AIDS and TB services; 2) decentralized service delivery systems strengthened for improved uptake of quality HIV/AIDS and TB services; 3) quality HIV/AIDS and TB services delivered in all supported health facilities and community organizations; 4) networks, linkages, and referral systems established or strengthened with and between health facilities and communities to improve access to and uptake of comprehensive HIV/AIDS and TB services; and 5) increased demand for comprehensive HIV/AIDS and TB prevention, care and treatment services.","3/10/09","3/10/09","3/9/14","","Mayuge","John Snow Inc (JSI)","518","Social, Small and medium-sized enterprises","0.2528","33.5505"
"23","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC)","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in East and Central Uganda (STAR-EC) is a five-year, $55 million program awarded in March 2009.  Its main focus is strengthening Tuberculosis and HIV/AIDS awareness, prevention, care and treatment in six districts in East Central Uganda ( Bugiri Iganga, Kaliro Kamuli Mayuge and Namutumba).  STAR-EC aims to achieving the following result areas: 1) increased uptake of comprehensive HIV/AIDS and TB services; 2) decentralized service delivery systems strengthened for improved uptake of quality HIV/AIDS and TB services; 3) quality HIV/AIDS and TB services delivered in all supported health facilities and community organizations; 4) networks, linkages, and referral systems established or strengthened with and between health facilities and communities to improve access to and uptake of comprehensive HIV/AIDS and TB services; and 5) increased demand for comprehensive HIV/AIDS and TB prevention, care and treatment services.","3/10/09","3/10/09","3/9/14","","Namutumba","John Snow Inc (JSI)","518","Social, Small and medium-sized enterprises","0.8361","33.6861"
"24","USAID","Development Grants Program - Kigezi for water","Kigezi Diocese Water and Sanitation Program in Kabale district received funding from USAID to upscale their activities. The program goal is to empower and develop the capacity of local communities and implementing agencies to reduce poverty through integrated development approaches: improved water supply and sustained health improvements and sector practices.  With the $480,000 grant from USAID, the programs main activities to be implemented include construction of rural water supplies facilities and provision of sanitation services, community mobilization and hygiene promotion, mainstreaming of crosscutting issues of environmental sustainability, food security and nutrition, HIV/AIDS, malaria control, family planning and gender issues, on-going support to finished projects, accelerating service delivery, and dissemination of best practices and advocacy. The operations will run for three years.","12/15/09","12/15/09","12/14/12","12/14/12","Kabale","Kigezi Diocese","520","Social, Small and medium-sized enterprises","-1.25","29.99"
"25","USAID","Securing Ugandan's Rights to Essential Medicines (SURE)","The inadequate financing of medicines and inefficient national systems managing the public sector pharmaceutical supply chain pose major challenges in delivering health services in Uganda. The five-year, $39 million Securing Ugandan's Rights to Essential Medicines (SURE) project that was awarded in July 2009, works with national entities (Ministry of Health, National Medical Stores, Joint Medical Store, and National Drug Authority) to address structural bottlenecks in financing, procurement and distribution of essential health commodities. A package of technical support and other resources will be provided to forty-five districts to strengthen their management capacity and systems to ensure their communities have better access to essential medicines. The district package will introduce new information management tools and a performance-based incentive and accreditation scheme to improve pharmaceutical management practices.","7/17/09","7/17/09","6/14/14","","Bugiri","Management Sciences for Health (MSH)","518","Social, Small and medium-sized enterprises","0.5633","33.7519"
"25","USAID","Securing Ugandan's Rights to Essential Medicines (SURE)","The inadequate financing of medicines and inefficient national systems managing the public sector pharmaceutical supply chain pose major challenges in delivering health services in Uganda. The five-year, $39 million Securing Ugandan's Rights to Essential Medicines (SURE) project that was awarded in July 2009, works with national entities (Ministry of Health, National Medical Stores, Joint Medical Store, and National Drug Authority) to address structural bottlenecks in financing, procurement and distribution of essential health commodities. A package of technical support and other resources will be provided to forty-five districts to strengthen their management capacity and systems to ensure their communities have better access to essential medicines. The district package will introduce new information management tools and a performance-based incentive and accreditation scheme to improve pharmaceutical management practices.","7/17/09","7/17/09","6/14/14","","Bukwo","Management Sciences for Health (MSH)","518","Social, Small and medium-sized enterprises","1.2819","34.7299"
"25","USAID","Securing Ugandan's Rights to Essential Medicines (SURE)","The inadequate financing of medicines and inefficient national systems managing the public sector pharmaceutical supply chain pose major challenges in delivering health services in Uganda. The five-year, $39 million Securing Ugandan's Rights to Essential Medicines (SURE) project that was awarded in July 2009, works with national entities (Ministry of Health, National Medical Stores, Joint Medical Store, and National Drug Authority) to address structural bottlenecks in financing, procurement and distribution of essential health commodities. A package of technical support and other resources will be provided to forty-five districts to strengthen their management capacity and systems to ensure their communities have better access to essential medicines. The district package will introduce new information management tools and a performance-based incentive and accreditation scheme to improve pharmaceutical management practices.","7/17/09","7/17/09","6/14/14","","Butaleja","Management Sciences for Health (MSH)","518","Social, Small and medium-sized enterprises","0.925","33.945"
"25","USAID","Securing Ugandan's Rights to Essential Medicines (SURE)","The inadequate financing of medicines and inefficient national systems managing the public sector pharmaceutical supply chain pose major challenges in delivering health services in Uganda. The five-year, $39 million Securing Ugandan's Rights to Essential Medicines (SURE) project that was awarded in July 2009, works with national entities (Ministry of Health, National Medical Stores, Joint Medical Store, and National Drug Authority) to address structural bottlenecks in financing, procurement and distribution of essential health commodities. A package of technical support and other resources will be provided to forty-five districts to strengthen their management capacity and systems to ensure their communities have better access to essential medicines. The district package will introduce new information management tools and a performance-based incentive and accreditation scheme to improve pharmaceutical management practices.","7/17/09","7/17/09","6/14/14","","Ibanda","Management Sciences for Health (MSH)","518","Social, Small and medium-sized enterprises","-0.1349","30.4962"
